,id,target,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin
453,1230,0,1,1,7,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.6,0.2,0.5471517157,7,1,-1,0,-1,0,1,1,2,1,62,3,0.4,0.8043399840000001,0.38262252939999997,3.0,0.8,0.7,0.1,1,4,5,6,8,3,10,2,3,0,15,0,1,1,0,0,0
454,1234,0,0,1,1,0,4,1,0,0,0,0,0,0,0,0,7,1,0,0,0.4,0.0,0.6244997997999999,11,1,-1,0,-1,4,1,0,0,1,12,3,0.4,0.9088067738,0.3708099244,3.7416573868,0.4,0.0,0.6,3,2,8,4,11,4,13,8,2,6,4,0,1,1,0,1,0
455,1236,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.3,0.2,-1.0,7,1,-1,0,-1,1,1,1,2,1,65,3,0.316227766,0.5539117094,0.3507135583,2.4494897428,0.3,0.8,0.1,2,3,8,2,10,1,9,3,4,2,9,0,1,0,0,1,0
456,1237,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.7,0.6,0.7673004627,10,1,-1,0,1,0,1,1,0,1,22,3,0.316227766,0.7913661166,0.374566416,3.4641016150999997,0.7,0.4,0.5,1,1,8,1,9,3,5,4,1,6,8,0,1,1,0,0,0
457,1245,0,4,1,9,1,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0.9,1.4,1.6263455966999998,1,1,1,0,0,1,1,1,2,1,25,3,0.3741657387,0.8069302099,-1.0,3.6055512755000003,0.4,0.1,0.0,1,1,8,1,10,1,9,3,0,5,5,0,1,1,0,1,0
458,1247,0,4,1,8,0,6,0,0,0,1,0,0,0,0,0,11,1,0,0,0.9,0.2,0.9659839543000001,4,1,-1,0,1,10,1,0,0,1,89,2,0.3872983346,1.1009575096,0.40865633479999997,3.6055512755000003,0.6,0.6,0.9,5,2,6,2,9,2,4,5,2,2,12,0,0,1,1,1,0
459,1248,0,0,1,5,0,4,1,0,0,0,0,0,0,0,0,3,0,0,1,0.4,0.0,0.6354132514,7,1,-1,0,-1,11,1,1,2,1,44,3,0.44721359549999995,0.7066683559,0.4062019202,2.6457513111,0.6,0.7,0.5,4,3,8,4,11,1,6,4,0,3,7,0,1,0,1,0,0
460,1251,1,5,1,6,0,4,0,1,0,0,0,0,0,0,0,2,0,1,0,0.9,1.4,1.5858751527000001,11,0,-1,8,-1,9,1,1,1,1,13,3,0.44721359549999995,1.0808054848,0.4679743583,3.4641016150999997,0.9,0.2,0.7,3,0,9,2,8,3,14,6,3,2,8,1,0,1,0,0,0
461,1253,0,2,1,3,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.9,0.7,1.1459166636,11,1,-1,0,-1,11,1,1,1,1,101,3,0.3741657387,0.7638257341,0.3850973903,3.1622776602,0.1,0.1,0.7,3,2,7,4,9,2,10,3,3,3,9,1,1,0,0,0,0
462,1261,0,5,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.2,0.2,-1.0,7,1,-1,0,-1,4,1,1,2,1,9,2,0.316227766,0.7071652173,0.39433488310000003,3.3166247904,0.4,0.4,0.1,3,4,9,4,11,2,15,7,0,2,11,0,1,1,0,0,0
463,1267,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,7,0,0,1,0.9,1.4,1.8447560814,11,0,0,1,1,16,1,1,2,1,104,3,0.316227766,0.76906888,0.3016620626,3.3166247904,0.8,0.8,0.2,3,3,7,6,12,3,8,3,1,2,4,0,0,0,1,0,1
464,1268,0,3,1,3,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.7,0.4,0.9324028098999999,11,1,1,0,1,14,1,1,1,1,104,2,0.316227766,0.6192670954999999,-1.0,2.6457513111,0.2,0.8,0.1,3,3,7,0,10,3,9,3,1,2,9,1,0,1,0,0,0
465,1275,0,2,1,7,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0.7,0.4,0.7762087348000001,11,0,-1,1,-1,9,1,1,2,1,61,3,0.44721359549999995,0.9450611069,0.5204805472,3.1622776602,0.2,0.9,0.2,4,2,9,3,9,2,6,5,1,1,10,0,0,0,0,0,0
466,1276,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.4,0.2,0.577169819,6,1,-1,0,0,0,1,1,0,1,32,1,0.316227766,0.6055016362,0.3615245497,2.8284271247,0.5,0.7,0.9,3,2,8,3,10,3,5,4,0,2,14,0,1,1,1,0,0
467,1279,0,2,1,4,1,0,1,0,0,0,0,0,0,0,0,12,0,0,1,0.5,0.3,0.7652613933,6,1,-1,0,0,0,1,1,0,1,87,3,0.316227766,0.6859270134000001,0.3615245497,3.1622776602,0.8,0.7,0.5,2,3,4,3,9,3,7,6,0,3,9,0,1,1,0,0,0
468,1280,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0.8,0.8,1.0470195796,7,1,0,0,1,11,1,1,2,1,103,1,0.316227766,0.6262664854,0.2887905816,3.1622776602,0.5,0.5,0.4,0,1,9,1,10,1,9,2,1,2,14,0,1,1,0,0,0
469,1287,0,4,1,7,1,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0.2,0.3,-1.0,8,1,-1,0,1,7,1,1,0,1,104,2,0.4,1.0365251070000001,0.43,3.4641016150999997,0.6,0.9,0.0,1,2,8,5,9,1,9,4,1,3,12,0,0,0,0,1,0
470,1288,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.2,0.2,-1.0,7,1,-1,0,-1,0,1,1,2,1,87,3,0.316227766,0.7368404741,0.3615245497,3.4641016150999997,0.3,0.9,0.4,3,0,7,4,10,4,6,8,1,5,10,0,0,1,0,1,1
471,1290,0,4,1,3,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.4,0.3,-1.0,7,1,1,0,0,11,1,0,2,1,17,2,0.3741657387,0.9314966186,0.3257299495,3.7416573868,0.2,0.8,0.1,0,0,6,4,11,2,6,8,1,3,10,1,1,1,0,1,0
472,1296,0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0.9,0.9,1.2732831578000001,8,1,-1,1,1,0,1,1,0,1,75,2,0.44721359549999995,1.3476149731,0.44407206619999995,3.6055512755000003,0.7,0.1,0.6,3,1,8,3,9,1,12,4,1,2,6,0,1,0,1,0,1
473,1299,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.9,1.4,1.485134674,10,1,-1,1,1,5,0,0,0,1,104,2,0.4242640687,1.9719101785,0.4449719092,3.6055512755000003,0.6,0.3,0.4,3,0,10,3,10,2,8,9,1,5,6,0,0,1,0,0,0
474,1300,0,6,1,6,1,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0.3,0.0,-1.0,6,1,-1,8,0,4,1,1,0,1,6,2,0.4,0.9567134471,0.41218927689999996,3.4641016150999997,0.3,0.3,0.4,3,1,7,2,10,4,8,10,4,1,4,0,1,0,0,0,1
475,1302,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.8,0.3,0.7697402159000001,11,1,-1,0,-1,0,1,1,2,1,37,2,0.316227766,0.7392619728000001,0.3754996671,3.3166247904,0.2,0.9,0.3,2,1,9,4,10,1,8,2,3,2,12,0,1,0,0,1,0
476,1303,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0.2,0.2,-1.0,10,0,-1,1,1,16,1,1,0,1,104,3,0.316227766,0.7747700272,0.3674234614,3.3166247904,0.4,0.1,0.8,2,0,9,4,6,4,8,6,1,2,7,0,1,0,0,1,0
477,1306,0,6,1,5,0,0,0,0,0,1,0,0,0,0,0,12,0,1,0,0.4,0.3,-1.0,11,1,0,0,1,14,1,1,2,1,68,3,0.4,0.9104648707999999,0.3443835072,3.3166247904,0.2,0.0,0.6,1,3,10,6,7,4,4,6,1,3,8,1,0,0,0,0,0
478,1310,0,2,1,3,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.9,0.9,1.2083045974,11,1,-1,0,-1,0,1,1,2,1,87,3,0.316227766,0.6855805286,0.3615245497,3.1622776602,0.5,0.4,0.1,3,2,7,4,10,3,10,12,1,2,6,0,1,0,1,0,0
479,1311,0,4,1,3,1,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0.7,0.5,1.0636023693,11,1,-1,0,-1,14,1,1,2,1,29,3,0.4,0.7561319575,0.39849717689999997,3.0,0.0,0.4,0.4,1,3,7,4,9,3,8,9,2,2,9,0,1,0,1,1,0
480,1312,0,2,3,3,1,0,0,0,0,1,0,0,0,0,0,12,0,1,0,0.9,1.0,-1.0,11,1,-1,0,-1,10,1,1,2,1,28,3,0.3741657387,0.6667269257,0.3788139385,2.2360679775,0.2,0.0,0.3,2,3,7,1,12,2,4,3,3,7,5,0,1,0,0,0,0
481,1315,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.2,0.6229967896999999,10,1,-1,0,1,0,1,1,0,1,46,3,0.4,0.8065076227,0.3663331817,3.3166247904,0.6,0.8,0.9,2,2,10,1,10,3,9,5,0,4,13,0,1,1,0,0,0
482,1319,0,5,1,5,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.7,0.4,1.0136567466,11,1,1,0,1,1,1,1,2,1,70,3,0.3741657387,0.7389684568000001,0.33911649920000003,2.8284271247,0.3,0.3,0.1,1,2,7,2,8,3,7,5,1,3,7,0,0,0,0,0,0
483,1324,0,5,1,5,1,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.8,0.3,1.0880027573,10,1,-1,9,0,15,1,1,0,1,41,2,0.5,1.2113870883,0.5282045058,3.0,0.0,0.4,0.4,3,1,6,5,8,3,6,4,2,5,5,0,1,0,0,0,0
484,1326,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.6354132514,5,1,1,0,1,1,1,1,2,1,64,3,0.316227766,0.6546874846,0.3016620626,3.1622776602,0.2,0.5,0.2,2,2,8,0,9,1,5,3,3,5,8,0,1,0,1,0,1
485,1327,0,1,1,4,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0.9,0.5,1.1056672194,9,1,1,0,0,11,1,1,2,1,11,2,0.316227766,0.7038119348999999,0.30331501780000003,3.4641016150999997,0.0,0.8,0.7,3,1,6,4,9,1,4,5,2,3,8,0,0,0,0,0,0
486,1328,0,2,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.9,0.3,0.5556527693,7,1,-1,0,-1,1,1,1,2,1,74,3,0.3605551275,0.6072053583,0.3667424164,2.2360679775,0.1,0.2,0.6,2,0,9,6,10,0,17,8,2,3,10,0,1,1,1,0,0
487,1329,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0.4,0.0,0.7806247498000001,11,1,-1,0,-1,0,1,1,2,1,87,3,0.316227766,0.7504131094,0.3615245497,3.6055512755000003,0.9,0.8,0.3,3,1,9,4,12,1,11,2,3,1,10,0,0,1,0,0,0
488,1332,0,1,2,4,1,0,0,0,0,1,0,0,0,0,0,11,0,1,0,0.9,0.3,0.8246211251000001,10,1,-1,0,1,0,1,1,0,1,66,1,0.3998749805,0.7072382558,0.3817066937,2.8284271247,0.8,0.0,0.0,0,2,8,2,8,2,11,6,3,3,8,0,0,1,0,0,0
489,1333,0,0,1,5,1,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.5,0.6,0.8374067112000001,7,1,-1,0,-1,10,1,1,0,1,83,2,0.4242640687,0.8471878615,0.3964845520000001,2.6457513111,0.4,0.6,0.5,2,3,7,2,8,2,13,5,0,2,8,0,1,1,0,0,1
490,1335,0,2,1,6,1,4,0,0,1,0,0,0,0,0,0,7,1,0,0,0.3,0.2,-1.0,8,1,1,0,1,1,1,1,2,1,40,2,0.3741657387,0.6983007711,0.3248076354,2.8284271247,0.4,0.7,0.5,1,3,9,5,9,1,12,7,0,5,12,0,1,1,1,0,0
491,1336,0,4,1,7,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0.6,0.2,0.6204836823,6,1,-1,0,0,1,1,1,0,1,10,2,0.316227766,0.7475580079,0.3814446225,3.4641016150999997,0.9,0.0,0.0,2,2,7,3,8,2,9,7,2,2,11,1,0,1,0,0,0
492,1338,0,2,1,4,1,0,0,1,0,0,0,0,0,0,0,7,0,1,0,0.6,0.1,0.4949747468,7,0,1,9,1,15,-1,0,2,1,58,3,0.5477225575,1.9449336600999998,0.4358898944,3.6055512755000003,0.6,0.0,0.7,2,2,6,3,10,4,7,4,2,4,5,0,1,1,0,0,1
493,1342,0,1,2,4,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0.8,0.7,0.8660254037999999,6,1,-1,0,0,0,1,1,0,1,22,3,0.316227766,0.7730747882,0.374566416,3.4641016150999997,0.9,0.9,0.0,2,2,6,4,12,3,0,3,1,1,9,0,1,1,1,0,0
494,1345,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.7,0.4,0.9270248109,11,0,-1,0,-1,10,1,1,2,1,89,2,0.3872983346,0.9448096576999999,0.4101219331,3.3166247904,0.4,0.4,0.3,0,2,9,3,9,3,8,5,3,3,5,1,0,0,0,0,0
495,1346,0,3,1,7,1,1,0,1,0,0,0,0,0,0,0,13,1,0,0,0.9,0.6,1.0609547587000001,5,1,1,0,0,1,1,1,2,1,40,2,0.3741657387,0.6983451513,0.3248076354,2.8284271247,0.9,0.9,0.3,2,0,4,6,10,2,8,4,3,5,8,0,1,1,1,0,0
496,1349,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0.4,0.0,0.5012484414,7,1,1,1,1,12,1,0,2,1,104,2,0.3741657387,0.9013305133,0.331662479,3.6055512755000003,0.3,0.1,0.2,3,2,9,2,8,4,9,9,4,1,8,0,1,0,0,0,0
497,1352,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.9,0.2,0.8452070751999999,7,1,-1,0,-1,1,1,1,2,1,65,3,0.316227766,0.6146960547,0.3507135583,3.1622776602,0.3,0.4,0.4,0,2,6,3,10,1,7,6,2,2,10,0,1,0,1,1,0
498,1353,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.7,0.3,0.8760707734000001,11,1,-1,0,-1,1,1,1,2,1,38,1,0.316227766,0.6884675761,0.3598610843,3.6055512755000003,0.6,0.6,0.6,4,2,6,3,10,3,6,7,1,2,11,1,1,1,0,0,0
499,1354,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.9,1.6,1.5552331015,11,1,1,0,0,1,1,0,2,1,80,3,0.316227766,0.7773657573,-1.0,3.6055512755000003,0.6,0.2,0.2,3,1,7,2,8,2,4,11,3,2,3,0,0,0,0,0,0
500,1359,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.4,0.0,0.7017834423999999,7,1,-1,0,-1,11,1,1,0,1,7,3,0.3741657387,0.7584510095,0.4129164564,3.1622776602,0.7,0.2,0.7,4,2,8,4,9,3,8,6,2,3,7,0,0,0,0,0,0
501,1361,0,3,1,5,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.2,0.3,-1.0,7,1,1,0,0,0,1,1,2,1,98,3,0.4,0.7595262769,0.33090784219999997,3.0,0.5,0.4,0.0,3,3,6,2,11,3,9,6,1,4,5,0,1,0,1,1,0
502,1362,0,1,1,5,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0.5,0.3,0.8547660498999999,9,1,1,0,0,4,1,1,2,1,12,3,0.4,0.8189794092,0.3248076354,3.4641016150999997,0.6,0.9,0.6,3,1,6,2,10,6,3,4,0,1,7,1,0,0,1,0,0
503,1365,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.9,0.6,0.9643650761,11,1,-1,0,-1,9,1,1,2,1,21,3,0.316227766,0.8072246095000001,0.3768288736,3.6055512755000003,0.4,0.7,0.9,1,1,9,2,8,1,7,11,3,5,15,0,1,1,0,0,0
504,1371,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.2,0.0,-1.0,7,1,-1,0,-1,4,1,1,2,1,48,3,0.316227766,0.7140271078,0.37107950630000003,3.6055512755000003,0.2,0.4,0.2,1,5,6,1,8,2,7,6,2,0,8,0,0,0,0,0,0
505,1372,0,1,2,5,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,0.9,0.8,1.1600107758,7,1,-1,0,-1,14,1,1,0,1,68,3,0.3994996871,0.6901461098,0.4074309757,2.0,0.7,0.9,0.0,3,0,7,3,10,1,8,5,0,1,7,0,1,1,0,0,1
506,1373,0,2,1,8,0,6,1,0,0,0,0,0,0,0,0,5,1,0,0,0.7,0.4,0.8547660498999999,7,1,-1,0,-1,11,1,1,2,1,103,3,0.316227766,0.6752104049,0.3583294573,3.3166247904,0.5,0.6,0.9,2,1,9,6,8,3,9,8,2,3,6,0,1,1,0,1,0
507,1374,0,2,1,10,0,1,1,0,0,0,0,0,0,0,0,12,1,0,0,0.8,0.3,0.7599342077,7,1,-1,0,-1,0,1,1,2,1,87,3,0.316227766,0.698907057,0.3615245497,3.1622776602,0.7,0.7,0.4,2,1,7,3,12,4,12,7,1,2,9,0,0,0,0,0,0
508,1377,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0.4,0.0,0.5706356105,11,1,-1,0,-1,11,1,1,2,1,16,3,0.3741657387,0.7495315341,0.3887158345,3.4641016150999997,0.7,0.5,0.3,2,4,9,1,9,3,15,2,3,2,8,0,1,0,0,0,0
509,1381,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,10,1,0,0,0.2,0.3,-1.0,11,1,-1,0,-1,4,1,1,0,1,48,3,0.316227766,0.6526012793,0.3748332963,3.3166247904,0.2,0.9,0.4,1,2,9,3,9,2,9,3,0,5,9,0,0,0,0,0,1
510,1382,0,1,4,4,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.2,0.3,-1.0,7,1,-1,0,-1,4,1,1,2,1,12,3,0.4,0.8443174171,0.3708099244,3.3166247904,0.9,0.8,0.2,5,2,6,2,10,4,4,9,1,1,8,0,0,1,1,1,0
511,1383,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0.6,0.3,0.8261355820999999,11,1,-1,0,-1,1,1,1,2,1,64,3,0.316227766,0.6895321206999999,0.3619392214,3.1622776602,0.6,0.7,0.8,3,0,9,3,6,2,9,4,1,1,8,0,1,1,0,1,0
512,1387,0,5,1,5,0,0,0,0,1,0,0,0,0,0,0,13,0,1,0,0.9,1.3,1.5335824073,9,0,1,0,0,1,1,0,2,1,51,2,0.4,0.9616617848000001,0.33882148689999997,3.7416573868,0.1,0.2,0.1,2,2,7,0,9,2,7,5,1,1,8,0,0,1,0,1,0
513,1390,0,6,1,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0.9,1.6,1.7535677916999999,11,0,0,9,1,5,-1,1,2,1,104,3,0.5477225575,1.6126693644999999,-1.0,3.1622776602,0.2,0.6,0.0,4,4,9,2,12,2,8,8,1,5,6,0,1,1,0,1,0
514,1394,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,0.7,0.3,0.6490377493,7,0,0,0,0,10,1,0,1,0,55,2,0.4242640687,1.1759645241,0.3586084215,3.7416573868,0.6,0.6,0.5,3,1,5,3,11,1,8,3,1,3,8,0,1,0,1,0,0
515,1397,0,0,1,11,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.9,0.3,0.7,7,1,-1,0,-1,15,1,1,2,1,5,2,0.4,0.7137232142000001,0.3926830783,2.2360679775,0.7,0.9,0.5,1,4,10,6,8,2,8,5,2,2,11,0,0,1,1,1,0
516,1398,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0.9,0.5,0.9743587635,4,1,-1,0,1,11,1,1,0,1,101,3,0.3741657387,0.7714695646999999,0.3849675311,3.3166247904,0.1,0.2,0.7,2,1,8,3,7,5,11,4,2,2,8,0,0,0,1,0,0
517,1402,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.9,0.8,1.0665364504000001,11,1,0,0,0,4,1,1,2,1,12,3,0.4,0.7777643315,0.3248076354,3.4641016150999997,0.1,0.8,0.3,1,2,8,3,7,4,8,4,3,2,8,0,0,0,0,0,0
518,1403,1,6,1,6,0,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0.9,0.4,0.8362864342,11,0,0,9,1,13,1,1,1,1,104,3,0.5451605268,0.9479861212,0.43011626340000003,2.2360679775,0.3,0.2,0.8,3,3,10,5,8,2,6,7,1,7,9,0,0,1,0,0,0
519,1408,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.8,0.2,0.5722761571,10,1,-1,0,0,0,1,1,0,1,22,1,0.316227766,0.7259789629000001,0.374566416,3.1622776602,0.9,0.4,0.4,3,1,6,2,12,2,10,1,1,2,7,1,1,1,0,0,0
520,1410,0,0,1,10,0,1,1,0,0,0,0,0,0,0,0,12,1,0,0,0.9,0.2,0.5291502621999999,7,1,-1,0,-1,0,1,1,1,1,34,2,0.4,0.8245960694,0.3780211634,3.6055512755000003,0.2,0.0,0.3,2,2,8,2,11,3,5,6,1,3,7,0,0,1,0,0,0
521,1412,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.8,0.6,0.9437293044,7,0,1,0,1,1,1,0,2,1,104,3,0.4242640687,1.128930233,0.3660601044,3.7416573868,0.4,0.8,0.5,2,2,8,5,10,2,11,3,0,4,11,0,1,0,1,1,0
522,1413,0,0,1,11,0,0,0,0,0,1,0,0,0,0,0,6,0,0,1,0.3,0.1,-1.0,7,1,0,0,1,0,1,1,2,1,62,3,0.4,0.8133569861,0.32,3.0,0.3,0.6,0.8,2,0,8,6,9,3,8,6,0,3,9,0,0,0,0,0,0
523,1417,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0.8,0.4,0.7310095759,11,1,-1,0,-1,4,1,1,0,1,104,3,0.4,0.9561782571999999,0.4236744033,3.6055512755000003,0.4,0.8,0.7,3,2,8,2,10,0,10,4,0,1,9,0,0,0,0,0,0
524,1421,0,5,1,1,1,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.6566962768,6,1,-1,0,1,11,1,1,0,1,16,3,0.3741657387,0.7173038362,0.3887158345,3.3166247904,0.8,0.3,0.6,3,3,8,2,9,2,10,5,2,4,6,0,1,1,0,0,0
525,1423,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.9,0.6,1.2083045974,7,1,-1,0,-1,14,1,1,2,1,49,3,0.4,0.6757762601,0.36851051549999997,3.0,0.3,0.1,0.7,3,3,7,3,12,0,5,7,1,4,7,0,1,1,0,0,0
526,1425,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0.9,1.2,1.6366887303,11,1,-1,1,-1,3,1,1,0,1,45,3,0.4,0.78472504,0.3498571137,3.4641016150999997,0.2,0.4,0.5,3,3,7,2,8,3,9,9,1,7,8,1,1,0,0,1,0
527,1430,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.9,0.5,0.7889866918999999,11,1,1,0,0,11,1,0,2,1,36,3,0.3741657387,0.9594032236,0.3266496594,3.7416573868,0.5,0.8,0.7,2,3,6,2,8,4,10,6,1,3,10,0,1,1,0,1,0
528,1433,1,0,1,1,0,6,0,1,0,0,0,0,0,0,0,5,0,0,1,0.0,0.0,0.4663689527,10,1,-1,0,1,1,1,1,0,1,70,2,0.3741657387,0.8628225831,0.3860051813,3.4641016150999997,0.1,0.1,0.7,2,4,8,1,11,2,6,5,2,3,8,0,1,1,0,1,0
529,1436,0,1,1,7,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.7,0.2,0.6437196595,7,1,-1,0,-1,0,1,1,2,1,37,2,0.316227766,0.7972706541,0.3754996671,3.6055512755000003,0.7,0.9,0.2,3,0,5,3,6,0,12,6,1,2,11,1,0,1,0,0,0
530,1437,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.9,0.5,0.6717514420999999,7,1,-1,0,-1,1,1,1,2,1,64,3,0.3160696126,0.5179624735,0.3640054945,1.4142135624,0.3,0.6,0.0,5,1,10,3,11,2,9,7,1,1,5,1,1,1,0,0,0
531,1438,0,1,1,1,0,4,1,0,0,0,0,0,0,0,0,7,1,0,0,0.1,0.2,-1.0,7,1,-1,0,-1,14,1,1,2,1,82,3,0.316227766,0.7579189373999999,0.36851051549999997,3.6055512755000003,0.9,0.0,0.8,1,3,6,0,9,4,10,5,0,4,12,0,0,1,0,0,0
532,1443,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.0,0.2,-1.0,11,1,-1,0,-1,0,1,1,2,1,34,2,0.4,0.8525242053000001,0.3780211634,3.4641016150999997,0.9,0.7,0.8,2,1,9,2,10,5,9,2,0,6,8,1,0,0,0,0,0
533,1444,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.3,0.0,1.0431323023,7,1,-1,0,-1,1,1,1,2,1,31,3,0.423792402,0.6942354139,0.4084115571,2.4494897428,0.8,0.8,0.0,4,3,6,2,11,3,9,4,2,2,3,0,1,1,0,0,0
534,1445,0,0,3,5,1,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.9,0.5,0.7854139036,6,1,-1,0,1,10,0,0,0,1,28,3,0.3741657387,1.0294024585,0.3820994635,3.6055512755000003,0.1,0.9,0.3,1,2,6,1,7,2,7,7,0,3,10,0,1,0,1,0,0
535,1448,1,6,1,4,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0.9,0.5,0.7677076265999999,11,0,0,0,0,7,1,1,2,1,104,3,0.44721359549999995,0.9177992001999999,0.3588871689,3.3166247904,0.8,0.1,0.9,3,1,8,4,11,5,10,4,3,1,9,0,0,1,0,0,1
536,1449,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.4,0.4,0.6179603547,9,1,1,0,0,1,1,1,2,1,64,3,0.316227766,0.6879271776000001,0.3016620626,3.4641016150999997,0.8,0.6,0.6,0,2,6,2,6,2,8,8,3,0,4,0,0,1,0,1,0
537,1450,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.9,0.3,0.6118619125,11,1,0,0,1,11,1,1,2,1,103,3,0.316227766,0.6471488646,0.2887905816,3.1622776602,0.6,0.2,0.8,4,2,7,5,9,2,10,4,1,2,6,0,0,1,0,0,0
